Transaction Name,Transaction Name URL,Funding Type,Money Raised,Money Raised Currency,Money Raised (in USD),Announced Date,Funding Stage,Organization Description,Organization Website,Number of Funding Rounds,Organization Industries,Organization Location,Lead Investors,analysis_uses_genai,analysis_genai_intensity,analysis_models_mentioned,analysis_build_patterns,analysis_market_type,analysis_vertical,analysis_sub_vertical,analysis_target_market,analysis_unique_findings,analysis_newsletter_potential,analysis_technical_depth,analysis_confidence_score,analysis_content_analyzed_chars,analysis_timestamp,analysis_competitors,analysis_differentiation,analysis_secret_sauce,analysis_competitive_moat
Seed Round - IntelliGRC,https://www.crunchbase.com/funding_round/intelligrc-seed--6be2b6d9,Seed,3500000,USD,3500000,2026-02-01,Seed,IntelliGRC is a SaaS cybersecurity GRC solution for practitioners and service providers.,https://intelligrc.com,1,"Artificial Intelligence (AI), Compliance, Consulting, Cyber Security, Information Technology, Risk Management, SaaS, Software","Fairfax, Virginia, United States, North America","Blu Venture Investors, Kyle Hanslovan",,,,,,,,,,,,,,,,,,
Series A - Monaco,https://www.crunchbase.com/funding_round/monaco-6c77-series-a--60b73a48,Series A,25000000,USD,25000000,2026-02-11,Early Stage Venture,Monaco provides an AI-native revenue platform for startups that replaces legacy CRM systems and separate sales tools.,https://www.monaco.com,2,"Artificial Intelligence (AI), CRM, Machine Learning, Software","San Francisco, California, United States, North America",Founders Fund,,,,,,,,,,,,,,,,,,
Series B - Mojo AI,https://www.crunchbase.com/funding_round/edify-ai-series-b--87cf8d91,Series B,10000000,USD,10000000,2026-02-24,Early Stage Venture,Mojo AI develops an AI-driven platform that helps to save lives and reduce injuries at industrial worksites.,https://getmojo.ai/,6,"Artificial Intelligence (AI), Human Resources, Machine Learning, Public Safety, Software","Salt Lake City, Utah, United States, North America","Altira Group, Frame VC, Pelion Venture Partners",,,,,,,,,,,,,,,,,,
Seed Round - West Lake Xinchen,https://www.crunchbase.com/funding_round/west-lake-xinchen-seed--14e212d5,Seed,100000000,CNY,14474608,2026-02-13,Seed,West Lake Xinchen is a technology company which develops psychological counseling robots to provide mental health services.,https://en.westlake.edu.cn/research/innovation/startups_portfolio/202309/t20230926_33700.html,3,"Artificial Intelligence (AI), Electronics, Health Care, Mental Health, Robotics, Therapeutics","Hangzhou, Zhejiang, China, Asia",SAIF Partners,,,,,,,,,,,,,,,,,,
Angel Round - Tianyuanxing,https://www.crunchbase.com/funding_round/tianyuanxing-angel--68b5a686,Angel,30000000,CNY,4389430,2026-02-26,Seed,Tianyuanxing is a general-purpose industrial embodied intelligence platform.,,1,"Artificial Intelligence (AI), Robotics","Shenzhen, Guangdong, China, Asia",,,,,,,,,,,,,,,,,,,
Seed Round - Angelic Intelligence,https://www.crunchbase.com/funding_round/angelic-intelligence-seed--43b03d04,Seed,15000000,USD,15000000,2026-02-24,Seed,Angelic Intelligence is an AI developer for enterprise software platform designed to help organisations integrate AI to existing systems,,1,"Artificial Intelligence (AI), Enterprise Software, Machine Learning",,,,,,,,,,,,,,,,,,,,
Seed Round - Skipr,https://www.crunchbase.com/funding_round/skipr-aae0-seed--ac42cb6e,Seed,2000000,USD,2000000,2026-02-27,Seed,Skipr is the autonomous trust fabric for the age of AI.,https://www.skiprvpn.com,1,"Artificial Intelligence (AI), Network Security, Security, Software","Abu Dhabi, Abu Dhabi, United Arab Emirates, Asia",,,,,,,,,,,,,,,,,,,
Pre Seed Round - Thema,https://www.crunchbase.com/funding_round/thema-4f83-pre-seed--62ce0c3d,Pre-Seed,4500000,USD,4500000,2026-02-24,Seed,Thema provides AI-powered infrastructure for analyzing market structure and building opportunities for private equity investors.,https://thema.ai,2,"AI Infrastructure, Artificial Intelligence (AI)","Spitalfields, Essex, United Kingdom, Europe",Stride.VC,,,,,,,,,,,,,,,,,,
Pre Seed Round - Lexi,https://www.crunchbase.com/funding_round/lexi-d68b-pre-seed--bbda0372,Pre-Seed,1400000,USD,1400000,2026-02-17,Seed,Lexi is an AI-powered medical interpretation platform.,https://www.withlexi.com,1,"Artificial Intelligence (AI), Health Care, Medical","Boston, Massachusetts, United States, North America",Informed Ventures,,,,,,,,,,,,,,,,,,
Seed Round - HAQQ,https://www.crunchbase.com/funding_round/haqq-seed--ffa813c8,Seed,3000000,USD,3000000,2026-02-02,Seed,HAQQ is the Legal AI Twin designed to help law firms Win.,https://www.haqq.ai/,1,"Artificial Intelligence (AI), B2B, Generative AI, Legal, Legal Tech",,Sowlutions,,,,,,,,,,,,,,,,,,
Series A - MetaSilicon,https://www.crunchbase.com/funding_round/metasilicon-series-a--fe7b4408,Series A,300000000,CNY,43195300,2026-02-05,Early Stage Venture,MetaSilicon is an edge computing chip design business dedicated to creating an intelligent environment.,http://www.mtsilicon.com/,2,"Artificial Intelligence (AI), Augmented Reality, Automotive","Shanghai, Shanghai, China, Asia","Chengdu High-tech Ceyuan Capital, FAW Group, Wuxi Capital",,,,,,,,,,,,,,,,,,
Seed Round - Neural Earth,https://www.crunchbase.com/funding_round/neural-labs-f956-seed--1a5cd2fa,Seed,9300000,USD,9300000,2026-02-24,Seed,Neural Earth provides innovative solutions for various industries implementing AI and machine learning.,https://www.neural.io,2,"Aerospace, Artificial Intelligence (AI), Geospatial, Government, Insurance, Machine Learning, Software","Miami, Florida, United States, North America",,,,,,,,,,,,,,,,,,,
Venture Round - MobilTech,https://www.crunchbase.com/funding_round/mobiltech-series-unknown--0c3d4a73,Venture - Series Unknown,13000000000,KRW,8865390,2026-02-05,,"MobilTech is an AI-based 3D GIS startup company that supplies 3D spatial information, hardware, and software solutions for smart cities.",https://www.mobiltech.io,6,"3D Technology, Artificial Intelligence (AI), Information Technology","Seocho, Seoul-t'ukpyolsi, South Korea, Asia",,,,,,,,,,,,,,,,,,,
Seed Round - Manufact,https://www.crunchbase.com/funding_round/mcp-use-seed--1908f5c6,Seed,6300000,USD,6300000,2026-02-12,Seed,Manufact provides open-source developer tools and infrastructure for the model context protocol.,https://mcp-use.com/,2,"Artificial Intelligence (AI), Developer Platform, Developer Tools, Information Technology, Open Source","San Francisco, California, United States, North America",Peak XV Partners,,,,,,,,,,,,,,,,,,
Series B - Forerunner,https://www.crunchbase.com/funding_round/forerunner-0de4-series-b--f7866e06,Series B,26300000,USD,26300000,2026-02-05,Early Stage Venture,Forerunner is an AI-powered geospatial platform that assists governments in updating their operations and enhancing community resilience.,https://withforerunner.com,6,"Artificial Intelligence (AI), Geospatial, Government, Software","San Francisco, California, United States, North America",Wellington Management,,,,,,,,,,,,,,,,,,
Series A - Forerunner,https://www.crunchbase.com/funding_round/forerunner-0de4-series-a--7ddd7d5f,Series A,12700000,USD,12700000,2026-02-05,Early Stage Venture,Forerunner is an AI-powered geospatial platform that assists governments in updating their operations and enhancing community resilience.,https://withforerunner.com,6,"Artificial Intelligence (AI), Geospatial, Government, Software","San Francisco, California, United States, North America",Union Square Ventures,,,,,,,,,,,,,,,,,,
Seed Round - Vibrium AI,https://www.crunchbase.com/funding_round/vibrium-ai-seed--42ba8c8d,Seed,1000000,USD,1000000,2026-02-05,Seed,Vibrium AI delivers cutting-edge agentic artificial intelligence solutions.,https://www.vibrium.ai/,1,"Agentic AI, Software","Gurgaon, Haryana, India, Asia",Bhavesh Gupta,,,,,,,,,,,,,,,,,,
Series A - Algorized,https://www.crunchbase.com/funding_round/algorized-series-a--73c91a24,Series A,13000000,USD,13000000,2026-02-10,Early Stage Venture,"Algorized develops software that enables people detection, positioning, and vital sign sensing using existing wireless sensors.",https://www.algorized.com,3,"Artificial Intelligence (AI), Embedded Software, Sensor, Software","Lausanne, Vaud, Switzerland, Europe",Run Ventures,,,,,,,,,,,,,,,,,,
Venture Round - BlueMetrics,https://www.crunchbase.com/funding_round/bluemetrics-series-unknown--8e9ecfc1,Venture - Series Unknown,2700000,BRL,521880,2026-02-24,,"BlueMetrics develops scalable AI and data solutions combining GenAI, ML, and analytics to drive real business impact.",https://www.bluemetrics.ai/,2,"Analytics, Artificial Intelligence (AI), Business Intelligence, Data Integration, Generative AI, Machine Learning, Outsourcing, Software","Porto Alegre, Rio Grande do Sul, Brazil, South America",Defease With Ease,,,,,,,,,,,,,,,,,,
Pre Seed Round - Optivian,https://www.crunchbase.com/funding_round/optivian-pre-seed--2bf5ed93,Pre-Seed,2000000,USD,2000000,2026-02-03,Seed,Optivian is an AI sales execution system for the agentic era that uses autonomous AI agents to oversee complex B2B trade workflows.,https://www.optivian.ai,1,"Artificial Intelligence (AI), Information Technology","Uusimaa, Southern Finland, Finland, Europe",Failup Ventures,,,,,,,,,,,,,,,,,,
Series A - Topview AI,https://www.crunchbase.com/funding_round/topviewai-series-a--d84bf8cc,Series A,5500000,USD,5500000,2026-02-09,Early Stage Venture,Topview AI is an AI Video Agent for marketing & ecommerce. Turn images or reference videos into high-converting videos in minutes.,https://topview.ai,2,"Artificial Intelligence (AI), Generative AI, Marketing, Video","Singapore, Central Region, Singapore, Asia",Kamet Capital Partners,,,,,,,,,,,,,,,,,,
Series A - InsightX,https://www.crunchbase.com/funding_round/insightx-f807-series-a--9510d448,Series A,200000000,JPY,1301698,2026-02-12,Early Stage Venture,InsightX is developing a CX transformation AI platform to maximize the e-commerce consumer experience.,https://insightx.tech,2,"Artificial Intelligence (AI), E-Commerce, Software","Higashi-shinagawa, Tokyo, Japan, Asia","FFG Venture Business Partners, Rakuten Capital",,,,,,,,,,,,,,,,,,
Series A - BeConfident,https://www.crunchbase.com/funding_round/beconfident-d6a1-series-a--abe727c5,Series A,15800000,USD,15800000,2026-02-05,Early Stage Venture,Practice English with AI on WhatsApp and Mobile App (voice calling + messaging + activities),https://beconfident.app/en-us,4,"Education, E-Learning, Generative AI, Language Learning, Machine Learning, Messaging, Mobile, Mobile Apps, Natural Language Processing","San Francisco, California, United States, North America",Prosus Ventures,,,,,,,,,,,,,,,,,,
Seed Round - InfiniMind,https://www.crunchbase.com/funding_round/infinimind-seed--d693fc09,Seed,5800000,USD,5800000,2026-02-10,Seed,"InfiniMind enables enterprises to transform massive volumes of unstructured video into structured, searchable, and actionable intelligence.",https://infinimind.io,1,"Artificial Intelligence (AI), Software, Video Streaming","Tokyo, Tokyo, Japan, Asia",UTEC - The University of Tokyo Edge Capital Partners,,,,,,,,,,,,,,,,,,
Venture Round - TEA AI,https://www.crunchbase.com/funding_round/tea-ai-series-unknown--5087ffd8,Venture - Series Unknown,10000000,USD,10000000,2026-02-12,,"TEA AI develops consumer AI companions for health, including the Peako calorie tracking and nutrition guidance app.",,1,"Artificial Intelligence (AI), Consumer Applications, Dietary Supplements, Digital Media, Health Care, Mobile Apps, Personal Health, Software, Wellness","South San Francisco, Pennsylvania, United States, North America","Eminence Ventures, Linear Capital",,,,,,,,,,,,,,,,,,
Seed Round - Emerald AI,https://www.crunchbase.com/funding_round/emerald-ai-seed--14993f2f,Seed,22749615,USD,22749615,2026-02-20,Seed,Emerald AI develops software that aligns AI data center workloads with real-time power grid conditions to manage energy use.,https://www.emeraldai.co,4,"Artificial Intelligence (AI), Energy, Power Grid, SaaS, Software","Washington, District of Columbia, United States, North America",Energy Impact Partners,,,,,,,,,,,,,,,,,,
Series A - Shakudo,https://www.crunchbase.com/funding_round/devsentient-series-a--63b40903,Series A,7000000,USD,7000000,2026-02-17,Early Stage Venture,"Shakudo creates compatibility across the best-of-breed data tools for a more reliable, performant, and cost effective data stack.",https://shakudo.io/,3,"Artificial Intelligence (AI), Machine Learning, Software","Toronto, Ontario, Canada, North America",Wittington Ventures,,,,,,,,,,,,,,,,,,
Seed Round - Skygen.AI,https://www.crunchbase.com/funding_round/skygen-ai-seed--0bad38a4,Seed,7000000,USD,7000000,2026-02-16,Seed,Skygen.AI is the frontier computer use AI agent for complex routine tasks,https://skygen.ai/,1,"Generative AI, Software","Dubai, Dubai, United Arab Emirates, Asia",MLVentures.ai,,,,,,,,,,,,,,,,,,
Seed Round - Watchdog,https://www.crunchbase.com/funding_round/watchdog-30c6-seed--e3961ab7,Seed,600000,USD,600000,2026-02-02,Seed,Watchdog is an AI firm that creates software for automated invoice management.,https://watchdog.no/,1,"Artificial Intelligence (AI), Software","Oslo, Oslo, Norway, Europe",,,,,,,,,,,,,,,,,,,
Pre Seed Round - Velatir,https://www.crunchbase.com/funding_round/velatir-pre-seed--4a69a4e0,Pre-Seed,10000000,DKK,1583788,2026-02-04,Seed,Velatir deliver AI-native security and compliance solutions that help enterprises safely adopt and scale intelligent agents.,https://www.velatir.com/,1,"Artificial Intelligence (AI), Software","Odense, Syddanmark, Denmark, Europe",Ugly Duckling Ventures,,,,,,,,,,,,,,,,,,
Seed Round - Insight Space-Time,https://www.crunchbase.com/funding_round/insight-space-time-seed--a4aa6aae,Seed,45000000,CNY,6498289,2026-02-09,Seed,Insight Space-Timefocuses on low-orbit satellite applications and the development of multimodal AI large-scale model data.,,1,Artificial Intelligence (AI),,,,,,,,,,,,,,,,,,,,
Pre Seed Round - Hardshell,https://www.crunchbase.com/funding_round/hardshell-b8cf-pre-seed--f8933252,Pre-Seed,1100000,USD,1100000,2026-02-12,Seed,Hardshell is an AI cybersecurity company that offers protection for sensitive data in AI/ML systems by detecting vulnerabilities.,https://hardshell.ai/,1,"Artificial Intelligence (AI), Cloud Security, Cyber Security, Digital Signage","Charlottesville, Virginia, United States, North America",,,,,,,,,,,,,,,,,,,
Seed Round - CloudForge,https://www.crunchbase.com/funding_round/cloudforge-seed--cdece735,Seed,3950000,USD,3950000,2026-02-02,Seed,CloudForge is a software development firm offering transformation in the global supply chain of Metal Industry.,https://www.cloudforgesoftware.com/,2,"Artificial Intelligence (AI), Software, Supply Chain Management","New York, New York, United States, North America","Bienville Capital, Resolute Ventures, Zero Infinity Partners",,,,,,,,,,,,,,,,,,
Seed Round - Force Equals,https://www.crunchbase.com/funding_round/force-equals-seed--c9cc5710,Seed,2200000,USD,2200000,2026-02-10,Seed,Force Equals offers B2B companies a multi agent AI operating system for enterprise planning,https://www.forceequals.ai/,2,"Artificial Intelligence (AI), B2B, Software","Tampa, Florida, United States, North America",Cultivation Capital,,,,,,,,,,,,,,,,,,
Seed Round - Meridian,https://www.crunchbase.com/funding_round/meridian-79e0-seed--5ec0d55d,Seed,17000000,USD,17000000,2026-02-11,Seed,Meridian is a developer of an AI-powered platform that automates formula generation and data updates in spreadsheets to cut manual work.,https://www.meridian.ai/,1,"Artificial Intelligence (AI), Finance, Software Engineering","San Francisco, California, United States, North America","Andreessen Horowitz, The General Partnership",,,,,,,,,,,,,,,,,,
Seed Round - Teacher’s Buddy,https://www.crunchbase.com/funding_round/teacher-s-buddy-seed--24b39056,Seed,2300000,NZD,1389757,2026-02-03,Seed,"Teacher’s Buddy offers AI-driven tools to save time on planning, marking and reporting.",https://teachersbuddy.academy/,2,"Artificial Intelligence (AI), Education, E-Learning","Melbourne, Victoria, Australia, Oceania","Giant Leap Fund, Soul Capital",,,,,,,,,,,,,,,,,,
