Transaction Name,Transaction Name URL,Funding Type,Money Raised,Money Raised Currency,Money Raised (in USD),Announced Date,Funding Stage,Organization Description,Organization Website,Number of Funding Rounds,Organization Industries,Organization Location,Lead Investors,analysis_uses_genai,analysis_genai_intensity,analysis_models_mentioned,analysis_build_patterns,analysis_market_type,analysis_sub_vertical,analysis_target_market,analysis_newsletter_potential,analysis_technical_depth,analysis_confidence_score,analysis_competitors,analysis_competitive_moat
Series B - Ninetech,https://www.crunchbase.com/funding_round/ninetech-9abe-series-b--ac2f91e5,Series B,100000000,CNY,14322133,2026-01-05,Early Stage Venture,Ninetech provides digital transformation and upgrading solutions for large state-owned enterprises and central enterprises.,http://www.ninetechone.com/,5,"Apps, Artificial Intelligence (AI), Big Data","Shenzhen, Guangdong, China, Asia",Shenzhen Special Economic Zone Construction and Development Strategic Emerging Fund,Yes,enhancement,,Agentic Architectures; Vertical Data Moats; Agentic Architectures; Micro-model Meshes; RAG (Retrieval-Augmented Generation),horizontal,"intelligent automation for large enterprises (RPA, AI agents, workflow automation)",b2b,high,high,0.8,,
Series D - Omniscient Neurotechnology,https://www.crunchbase.com/funding_round/omniscient-neurotechnology-series-d--7c61d0b6,Series D,20000000,AUD,13366000,2026-01-16,Late Stage Venture,"Omniscient develops AI and data-driven solutions to improve treatment for brain disorders, providing predictive analytics for clinicians.",https://www.o8t.com/,4,"Artificial Intelligence (AI), Bioinformatics, Health Care, Machine Learning, Medical Device, Neuroscience","Sydney, New South Wales, Australia, Oceania","National Reconstruction Fund Corporation, OIF Ventures",No,unclear,,Vertical Data Moats; RAG (Retrieval-Augmented Generation),vertical,clinical decision support,b2b,high,medium,0.2,,
Series A - Klearly,https://www.crunchbase.com/funding_round/klearly-series-a--fc406acf,Series A,14000000,USD,14000000,2026-01-13,Early Stage Venture,"Klearly powers B2B revenue teams with the visibility and confidence to know where, when, and how to grow revenue.",https://klearly.com,5,"Computer, Machine Learning, Marketing, SaaS, Sales, Software","Raleigh, North Carolina, United States, North America",PayPal Ventures,Yes,core,,Agentic Architectures; Continuous-learning Flywheels; Vertical Data Moats; RAG (Retrieval-Augmented Generation); Micro-model Meshes,horizontal,B2B revenue intelligence and sales analytics,b2b,high,high,0.95,,
Pre Seed Round - Zeya Health,https://www.crunchbase.com/funding_round/zeya-health-pre-seed--f08cafbd,Pre-Seed,575000,USD,575000,2026-01-11,Seed,Zeya is an AI co-pilot that automates admin and streamlines workflows for outpatient clinics across Asia.,https://zeya.health,3,"Artificial Intelligence (AI), B2B, Health Care, SaaS","Singapore, Central Region, Singapore, Asia",Antler,Yes,core,,Vertical Data Moats; Agentic Architectures; Guardrail-as-LLM,vertical,clinical operations automation,b2b,high,high,0.8,,
Seed Round - LeMong,https://www.crunchbase.com/funding_round/lemong-seed--b385058c,Seed,1000000000,KRW,682328,2026-01-21,Seed,LeMong automates comments on content assistants using AI technology.,https://www.lemong.team,2,"Artificial Intelligence (AI), Content, Content Marketing","Seoul, Seoul-t'ukpyolsi, South Korea, Asia",,Yes,core,,Agentic Architectures; Vertical Data Moats; Continuous-learning Flywheels,vertical,MarTech - AI-powered content engagement and CRM for franchises and SMBs,b2b,high,medium,0.85,,
Series A - Flip CX,https://www.crunchbase.com/funding_round/redroute-series-a--cf522d11,Series A,20000000,USD,20000000,2026-01-13,Early Stage Venture,"Flip your CX with best in class Voice AI for retail eCommerce, transportation, and healthcare brands.",https://flipcx.com,5,"Artificial Intelligence (AI), Customer Service, E-Commerce Platforms, SaaS, Software","New York, New York, United States, North America","Next Coast Ventures, Ridge Ventures",No,unclear,,,vertical,AI-powered customer service automation for retail and eCommerce,b2b,high,unknown,0.4,,
Seed Round - Arrowhead,https://www.crunchbase.com/funding_round/arrowhead-ddc0-seed--1607de3c,Seed,3000000,USD,3000000,2026-01-07,Seed,Arrowhead provides an AI-powered virtual calling platform that automates inbound and outbound sales and customer engagement tasks.,https://www.arrowhead.team,2,"Artificial Intelligence (AI), Generative AI, Software","Bangalore, Karnataka, India, Asia",Stellaris Venture Partners,Yes,core,,Agentic Architectures; Vertical Data Moats; RAG (Retrieval-Augmented Generation); Continuous-learning Flywheels,horizontal,insurance sales and customer engagement,b2b,medium,high,0.9,,
Series B - CloudSEK,https://www.crunchbase.com/funding_round/cloudsek-series-b--d7ce2b48,Series B,10000000,USD,10000000,2026-01-13,Early Stage Venture,CloudSEK is a predictive cyber threat intelligence platform that identifies and forecasts AI-driven attack sequences before they emerge.,https://www.cloudsek.com,8,"Artificial Intelligence (AI), Cyber Security, Machine Learning, SaaS, Security","Singapore, Central Region, Singapore, Asia",Connecticut Innovations,No,unclear,,Knowledge Graphs; Guardrail-as-LLM; Continuous-learning Flywheels; Vertical Data Moats,horizontal,threat intelligence and predictive security,b2b,medium,medium,0.1,,
Pre Seed Round - Maxfusion,https://www.crunchbase.com/funding_round/maxfusion-pre-seed--1fe6dab1,Pre-Seed,500000,EUR,581875,2026-01-15,Seed,Maxfusion offers a platform for creating AI ads at scale,https://maxfusion.ai,1,"Apps, Artificial Intelligence (AI), Software","Praha, Hlavni mesto Praha, Czech Republic, Europe",Czech Founders VC,Yes,core,RIZZ; Heygen; DreamFace,Natural-Language-to-Code; Micro-model Meshes; Vertical Data Moats,horizontal,AI-powered advertising and content generation,b2b,high,medium,0.95,,
Seed Round - Theorem,https://www.crunchbase.com/funding_round/theorem-8d91-seed--74781dea,Seed,6000000,USD,6000000,2026-01-27,Seed,Theorem is an AI based Software Development firm offering productivity and verification tools for development.,https://theoremlabs.com/,2,"Artificial Intelligence (AI), Information Technology, Productivity Tools, Software","San Francisco, California, United States, North America",Khosla Ventures,Yes,core,,Natural-Language-to-Code; Guardrail-as-LLM; Micro-model Meshes; Vertical Data Moats,horizontal,AI-powered code verification and productivity tools,b2b,high,high,0.9,,
Venture Round - Vibrant,https://www.crunchbase.com/funding_round/vibrant-87a3-series-unknown--b2193773,Venture - Series Unknown,61000000,USD,61000000,2026-01-12,,Vibrant develops an AI drug development platform to focus on building immune system-related drug pipelines.,https://www.vibrantx.com/,4,"Artificial Intelligence (AI), Health Care, Information Technology","Guangzhou, Guangdong, China, Asia","Apricot Capital, Pfizer Venture Investments",No,unclear,,Micro-model Meshes; Vertical Data Moats; Continuous-learning Flywheels,vertical,AI-driven drug discovery and development,b2b,high,high,0.3,,
Venture Round - bellFace,https://www.crunchbase.com/funding_round/bellface-series-unknown--226e7123,Venture - Series Unknown,750000000,JPY,4750037,2026-01-19,,bellFace is an IT company that offers an AI application for sales and a mobile app that visualizes the sales process.,https://corp.bell-face.com/,4,"Artificial Intelligence (AI), Small and Medium Businesses, Telecommunications","Tokyo, Tokyo, Japan, Asia",,Yes,core,,Vertical Data Moats; Continuous-learning Flywheels; Guardrail-as-LLM; Vertical Data Moats,vertical,sales enablement AI,b2b,medium,medium,0.8,,
Seed Round - ResquadAI,https://www.crunchbase.com/funding_round/resquadai-seed--20e78b36,Seed,1500000,USD,1500000,2026-01-15,Seed,ResquadAI is a service company that connects local software development studios with other companies.,https://resquad.ai,2,"Artificial Intelligence (AI), Recruiting, Staffing Agency","Dammam, Ash Sharqiyah, Saudi Arabia, Asia",Saeed Raddad Group,Yes,core,,Agentic Architectures; Vertical Data Moats; Natural-Language-to-Code,horizontal,tech talent marketplace / AI-powered staffing,b2b,high,medium,0.8,,
Seed Round - Aliado,https://www.crunchbase.com/funding_round/aliado-1328-seed--6c2268f0,Seed,13000000,BRL,2408121,2026-01-09,Seed,"Aliado uses AI to analyze in-store interactions, find why sales fail, and deliver instant micro-training to retail staff.",https://alia.do,2,"Artificial Intelligence (AI), Retail Technology, SaaS","São Paulo, Sao Paulo, Brazil, South America","Headline, Nestal",Yes,core,,Continuous-learning Flywheels; Vertical Data Moats; Micro-model Meshes,vertical,brick-and-mortar retail enablement,b2b,high,medium,0.95,,
Series B - Nomagic,https://www.crunchbase.com/funding_round/nomagic-series-b--d8273842,Series B,10000000,USD,10000000,2026-01-28,Early Stage Venture,Nomagic provides smart pick and place robotic solutions for order fulfillment.,https://nomagic.ai/,5,"Artificial Intelligence (AI), Cloud Infrastructure, Logistics, Robotics","Warsaw, Mazowieckie, Poland, Europe",Cogito Capital Partners,No,unclear,,Continuous-learning Flywheels; Vertical Data Moats; Micro-model Meshes; Agentic Architectures,vertical,warehouse automation and logistics robotics,b2b,high,high,0.3,,
Angel Round - Manifold AI,https://www.crunchbase.com/funding_round/manifold-ai-angel--67b94a16,Angel,100000000,CNY,14340824,2026-01-12,Seed,Manifold AI is an artificial intelligence company that provides development of embodied intelligent world models.,https://manifoldai.cn,3,"Artificial Intelligence (AI), Robotics","Chaoyang, Liaoning, China, Asia","Huawei Hubble, Legend Capital, Plum Ventures",No,none,,Micro-model Meshes; Vertical Data Moats,horizontal,robotics and intelligent automation,b2b,high,high,0.95,,
Seed Round - AgileRL,https://www.crunchbase.com/funding_round/agilerl-seed--da3520bb,Seed,5400000,USD,5400000,2026-01-07,Seed,AgileRL is streamlining reinforcement learning with RLOps and democratising access to building human-level artificial intelligence systems.,https://agilerl.com,2,"Artificial Intelligence (AI), Machine Learning, Software","London, England, United Kingdom, Europe",Fusion Fund,Yes,enhancement,LLM; GPT; BERT,Micro-model Meshes; Continuous-learning Flywheels; Agentic Architectures; Vertical Data Moats,horizontal,AI/ML infrastructure and automation for reinforcement learning,b2b,high,high,0.95,,
Seed Round - Uplift AI,https://www.crunchbase.com/funding_round/uplift-ai-seed--b3b66850,Seed,3500000,USD,3500000,2026-01-29,Seed,Uplift AI creates voice AI models for regional languages to enable natural speech interactions and improve digital accessibility.,https://upliftai.org,2,"Artificial Intelligence (AI), Natural Language Processing, Software","Lahore, Punjab, Pakistan, Asia","Indus Valley Capital, Y Combinator",,,,,,,,,,,,
Pre Seed Round - Asymmetric Security,https://www.crunchbase.com/funding_round/asymmetric-security-pre-seed--a3124023,Pre-Seed,4200000,USD,4200000,2026-01-23,Seed,Asymmetric Security is an AI-native cybersecurity startup specializing in digital forensics and incident response.,https://www.asymmetricsecurity.com/,1,"Artificial Intelligence (AI), Cyber Security, Security","San Francisco, California, United States, North America",Susa Ventures,Yes,core,,Agentic Architectures; Vertical Data Moats; Continuous-learning Flywheels,horizontal,AI-native Digital Forensics and Incident Response (DFIR),b2b,high,medium,0.95,,
Pre Seed Round - Revox,https://www.crunchbase.com/funding_round/revox-2101-pre-seed--ebfc4aa7,Pre-Seed,3000000,EUR,3491250,2026-01-15,Seed,Use Voice AI to automate your outbound calls,https://www.getrevox.com,1,"Artificial Intelligence (AI), Information Technology, Internet","Meudon, Ile-de-France, France, Europe",,Yes,core,,Agentic Architectures; Micro-model Meshes; Vertical Data Moats; Agentic Architectures,horizontal,Voice AI infrastructure/API for outbound calling,b2b,high,high,0.95,,
Venture Round - Nature Select,https://www.crunchbase.com/funding_round/nature-select-series-unknown--ef47c7ad,Venture - Series Unknown,30000000,USD,30000000,2026-01-20,,"Nature Select is a software company that develops AI memory models, multimodal interaction systems, and 3D interactive gameplay.",https://natureselect.ai/,2,"3D Technology, Artificial Intelligence (AI), Software",,"5Y Capital, Alibaba Group, Ant Group, Cyber Creation Ventures (CCV), Qiming Venture Partners, Seas Capital",Yes,core,,Vertical Data Moats; Micro-model Meshes; Agentic Architectures; Continuous-learning Flywheels; RAG (Retrieval-Augmented Generation),vertical,AI companionship apps / virtual relationships,b2c,high,high,0.95,,
Seed Round - Tivara,https://www.crunchbase.com/funding_round/tivara-seed--9e071448,Seed,3600000,USD,3600000,2026-01-08,Seed,"Tivara designs software to help doctors quickly automate prior authorization requests, so care is delivered faster.",https://www.tivara.com/,2,"Artificial Intelligence (AI), B2B, Health Care","New York, New York, United States, North America",,Yes,core,,Agentic Architectures; Vertical Data Moats; Guardrail-as-LLM; Micro-model Meshes; Agentic Architectures,vertical,clinical workflow automation and patient communication,b2b,medium,high,0.95,,
Seed Round - Simplex AI,https://www.crunchbase.com/funding_round/simplex-ai-seed--c6e3e7b0,Seed,6000000,USD,6000000,2026-01-19,Seed,"Simplex AI develops Lev8, an AI-native platform for real-time sales and recruiting intelligence and buyer intent insights.",https://lev8.com/,1,"Artificial Intelligence (AI), Enterprise Software, Lead Generation, Marketing, Productivity Tools, Recruiting, Sales Automation, Software","Singapore, Central Region, Singapore, Asia",GL Ventures LLC,Yes,core,OpenAI; Claude; Mistral AI,Agentic Architectures; Natural-Language-to-Code; RAG (Retrieval-Augmented Generation); Micro-model Meshes; Vertical Data Moats,horizontal,sales and recruiting intelligence,b2b,high,high,0.95,,
Seed Round - Neuropacs,https://www.crunchbase.com/funding_round/neuropacs-seed--f230d554,Seed,1000000,USD,1000000,2026-01-20,Seed,"Neuropacs is an AI-based software platform, specializes in neurodegenerative diseases.",https://neuropacs.com/,1,"Artificial Intelligence (AI), Online Portals, Software","Gainesville, Florida, United States, North America",Neuro Investment Group,No,unclear,,Vertical Data Moats; Micro-model Meshes; RAG (Retrieval-Augmented Generation),vertical,clinical decision support / neuroimaging diagnostics,b2b,medium,medium,0.2,,
Seed Round - Trooly.AI,https://www.crunchbase.com/funding_round/trooly-ai-seed--b5ed2134,Seed,10000000,USD,10000000,2026-01-30,Seed,Trooly.AI is an AI-native user research platform providing qualitative user interview services.,https://www.trooly.ai/,1,"Artificial Intelligence (AI), Generative AI","Shanghai, Shanghai, China, Asia",BlueRun Ventures,,,,,,,,,,,,
Seed Round - Level3 AI,https://www.crunchbase.com/funding_round/level3-ai-seed--237f17da,Seed,13000000,USD,13000000,2026-01-22,Seed,LV3.ai builds intelligent AI agents that automate customer support and business workflows across channels and languages.,https://www.lv3.ai/,1,"Artificial Intelligence (AI), IT Management, Sales Automation",,Lightspeed Venture Partners,No,unclear,,,horizontal,AI-powered customer support automation,b2b,low,low,0.0,,
Seed Round - AICertified,https://www.crunchbase.com/funding_round/aicertified-seed--dd4d4a48,Seed,1000000,EUR,1160960,2026-01-15,Seed,AICertified provides AI skills training and certification as an edtech platform.,https://www.becomeaicertified.com/,1,"Artificial Intelligence (AI), Information Technology, Internet","Dublin, Dublin, Ireland, Europe",Oyster Capital Partners,No,none,,Vertical Data Moats,horizontal,AI skills training and certification (EdTech),b2b2c,medium,low,0.95,,
Series A - Seven Things Group,https://www.crunchbase.com/funding_round/seven-things-group-series-a--a92b662d,Series A,50000000,CNY,7180503,2026-01-26,Early Stage Venture,Seven Things Group a smart new retail service provider.,,1,"Artificial Intelligence (AI), Brand Marketing, Digital Marketing","Shenzhen, Guangdong, China, Asia",,,,,,,,,,,,,
Pre Seed Round - Leracom AI,https://www.crunchbase.com/funding_round/leracom-ai-pre-seed--cedba2f0,Pre-Seed,1000000,USD,1000000,2026-01-23,Seed,Leracom AI provides an AI-powered customer service SaaS platform combining automation and human input.,https://leracom.ai/,1,"Artificial Intelligence (AI), Customer Service, SaaS","Monterrey, Nuevo Leon, Mexico, North America",WeBoost,Yes,core,,Continuous-learning Flywheels; Agentic Architectures; Vertical Data Moats; Agentic Architectures,horizontal,AI-powered customer service automation and conversation intelligence,b2b,high,medium,0.95,,
Series A - Superlinear,https://www.crunchbase.com/funding_round/superlinear-eu-series-a--16538891,Series A,6000000,EUR,6985200,2026-01-13,Early Stage Venture,Decide better. Move faster.,https://superlinear.eu,1,"Artificial Intelligence (AI), Generative AI, Information Technology, Machine Learning, Software, Software Engineering","Brussels, Brussels Hoofdstedelijk Gewest, Belgium, Europe",BDO,No,unclear,,Agentic Architectures; Vertical Data Moats; Continuous-learning Flywheels,horizontal,AI-driven decision support and productivity tools for business leaders,b2b,high,medium,0.4,,
Pre Seed Round - Collective OS,https://www.crunchbase.com/funding_round/collective-os-pre-seed--53db30dc,Pre-Seed,2500000,USD,2500000,2026-01-28,Seed,"Collective OS is a data partnership platform, empowering professional service firms to flex their capabilities through shared services.",https://JoinCollectiveOS.com,3,"Artificial Intelligence (AI), Consulting, Enterprise Software, Professional Services, SaaS, Software","Miami, Florida, United States, North America",,,,,,,,,,,,,
Pre Seed Round - RiskFront,https://www.crunchbase.com/funding_round/riskfront-pre-seed--8148f21d,Pre-Seed,3300000,USD,3300000,2026-01-21,Seed,Agentic AI systems for financial crime operational tasks and workflows.,https://riskfront.ai/,2,"Agentic AI, Artificial Intelligence (AI), Information Technology, Software","Los Angeles, California, United States, North America",Lytical Ventures,Yes,core,,Agentic Architectures; Vertical Data Moats; Micro-model Meshes; Guardrail-as-LLM,vertical,financial crime risk and compliance automation,b2b,high,high,0.95,,
Series A - Deep Intelligence Technology,https://www.crunchbase.com/funding_round/deep-intelligence-technology-series-a--a5e8e774,Series A,31000000,USD,31000000,2026-01-14,Early Stage Venture,Deep Intelligence Technology is an AI system developer that offers SAAS-based services to small and medium-sized businesses.,http://www.fuzhi.ai,2,"Artificial Intelligence (AI), Information Technology, SaaS","Xiamen, Fujian, China, Asia",Cathay Capital,,,,,,,,,,,,
Angel Round - ListenHub,https://www.crunchbase.com/funding_round/listenhub-angel--600b11a7,Angel,2000000,USD,2000000,2026-01-01,Seed,"ListenHub is an AI-powered platform that converts text, videos, PDFs, documents into podcasts, explainer videos, slides, and voice-cloned.",https://listenhub.ai,1,"Artificial Intelligence (AI), Automotive, Content Creators, Digital Media, Information Technology",,FutureX Capital,Yes,core,,Vertical Data Moats; Natural-Language-to-Code; Micro-model Meshes,horizontal,AI-powered content creation and repurposing,b2b2c,high,medium,0.95,,
Seed Round - Intersect,https://www.crunchbase.com/funding_round/intersect-6e61-seed--db060309,Seed,3000000,USD,3000000,2026-01-29,Seed,Intersect is an IT company that focuses on creating contemporary web applications utilizing advanced technologies and generative AI.,https://intersect.inc,1,"Generative AI, Information Technology, UX Design, Web Development","Tokyo, Tokyo, Japan, Asia","ALPHA, SBI Investment",Yes,core,,Vertical Data Moats; RAG (Retrieval-Augmented Generation); Continuous-learning Flywheels; Knowledge Graphs,horizontal,AI-powered digital transformation and productivity tools,b2b,high,medium,0.95,,
Seed Round - Luna Systems,https://www.crunchbase.com/funding_round/luna-28ca-seed--a352aa7e,Seed,1500000,EUR,1745625,2026-01-15,Seed,Luna provides AI and computer vision to manage how micromobility vehicles are ridden and parked.,http://www.luna.systems,3,"Artificial Intelligence (AI), Computer Vision, Fleet Management, Internet of Things, Last Mile Transportation, Machine Learning","Dublin, Dublin, Ireland, Europe",Fundracer Capital,No,none,,Guardrail-as-LLM,vertical,micromobility fleet management,b2b,low,low,1.0,,
Angel Round - Haisen Digital Investment,https://www.crunchbase.com/funding_round/haisen-digital-investment-angel--a8cef912,Angel,15800000,CNY,2255339,2026-01-07,Seed,Haisen Digital Investment is an integrated marketing service provider for short video live streaming e-commerce.,,1,"Artificial Intelligence (AI), Digital Marketing, Video","Guangzhou, Guangdong, China, Asia",Yuecheng Shijia,,,,,,,,,,,,
Pre Seed Round - ALTEK AI,https://www.crunchbase.com/funding_round/altek-ai-pre-seed--7d0ef57a,Pre-Seed,423000,EUR,500259,2026-01-23,Seed,Altek AI transforms hospitality with AI agents that boost guest experience and drive hotel revenue through smart integration.,https://www.altek.ai/,1,"Generative AI, Hospitality, SaaS, Software","Oslo, Oslo, Norway, Europe",Startuplab,Yes,core,,Agentic Architectures; Continuous-learning Flywheels; Vertical Data Moats; RAG (Retrieval-Augmented Generation),vertical,hotel technology / guest experience automation,b2b,high,medium,0.95,,
Seed Round - Cashmere,https://www.crunchbase.com/funding_round/cashmere-5638-seed--6dd75dfd,Seed,5000000,USD,5000000,2026-01-22,Seed,Cashmere provides publishers with tools to manage and monetize data in the agentic AI era.,https://cashmere.io,2,"Artificial Intelligence (AI), Content, Publishing","Salt Lake City, Utah, United States, North America",Reach Capital,Yes,core,OpenAI; Claude; Copilot; Perplexity,Knowledge Graphs; RAG (Retrieval-Augmented Generation); Vertical Data Moats; Guardrail-as-LLM; Agentic Architectures,vertical,AI-powered content distribution and rights management for premium publishers,b2b,high,high,0.95,,
Venture Round - Helin,https://www.crunchbase.com/funding_round/helin-data-series-unknown--a0199f91,Venture - Series Unknown,10000000,EUR,11750881,2026-01-23,,Helin provides a SaaS solution that combines edge control with cloud data processing and remote AI applications.,https://www.helindata.com,5,"Analytics, Artificial Intelligence (AI), Cloud Data Services, Internet of Things, Marine Technology, Renewable Energy","Rijswijk, Zuid-Holland, The Netherlands, Europe",FORWARD.one,No,none,,Agentic Architectures; Vertical Data Moats; Micro-model Meshes; Continuous-learning Flywheels; Guardrail-as-LLM,horizontal,"industrial edge intelligence for remote operations (renewable energy, offshore & maritime)",b2b,high,high,0.95,,
Seed Round - Materialspace,https://www.crunchbase.com/funding_round/materialspace-seed--dfa3cbab,Seed,7000000,USD,7000000,2026-01-29,Seed,Materialspace develops AI-driven platforms to optimize bidding for finish trade contractors.,https://www.materialspace.io,1,"Artificial Intelligence (AI), Information Technology, Software","New York, New York, United States, North America","Secret Chord Ventures, StageOne Ventures, Timber Grove Ventures",,,,,,,,,,,,
Seed Round - AINA Tech,https://www.crunchbase.com/funding_round/aina-tech-a0ac-seed--932c04b5,Seed,1000000,USD,1000000,2026-01-15,Seed,AINA is an empathetic AI hiring platform that accelerates business growth and reduces costs by automating 80% of recruitment processes,https://aina-tech.io/product,1,"Artificial Intelligence (AI), Recruiting","Dubai, Dubai, United Arab Emirates, Asia",,Yes,core,,Natural-Language-to-Code; Agentic Architectures; Vertical Data Moats,horizontal,AI-powered recruitment automation,b2b,high,medium,0.95,,
Series A - Ant AI Intelligent Agent,https://www.crunchbase.com/funding_round/ant-ai-intelligent-agent-series-a--c9160d4b,Series A,10000000,CNY,1433980,2026-01-22,Early Stage Venture,"Ant AI Intelligent Agent delivers end-to-end AI-driven marketing automation, helping SMBs scale from customer acquisition to conversion.",,1,"Artificial Intelligence (AI), Marketing Automation","Hangzhou, Zhejiang, China, Asia",Juntu Capital,,,,,,,,,,,,
Seed Round - Valent Projects,https://www.crunchbase.com/funding_round/valent-projects-seed--7dcf7236,Seed,1100000,GBP,1478409,2026-01-14,Seed,"Valent Projects addresses online manipulation and disinformation, offering tools to track and analyze media data.",https://www.valent-projects.com,1,"Artificial Intelligence (AI), Information Services, Real Time, Social Media","North Kensington, Kent, United Kingdom, Europe",Bayes Entrepreneurship Fund,Yes,core,,Agentic Architectures; Vertical Data Moats; RAG (Retrieval-Augmented Generation); Micro-model Meshes; Continuous-learning Flywheels,horizontal,AI-powered communications intelligence and disinformation monitoring for B2B and institutional clients,b2b,high,high,0.95,,
Seed Round - Aniai,https://www.crunchbase.com/funding_round/aniai-seed--6505ff74,Seed,4000000,USD,4000000,2026-01-20,Seed,Aniai develops a labor solution for quick service restaurants by building a robotic kitchen.,https://www.aniai.ai/,4,"Artificial Intelligence (AI), Food and Beverage, Industrial Automation, Robotics","New York, New York, United States, North America",Korea Development Bank,No,none,,Vertical Data Moats; Agentic Architectures,vertical,foodservice automation (quick service restaurant robotics),b2b,high,medium,0.95,,
Seed Round - Atom Reshape,https://www.crunchbase.com/funding_round/atom-reshape-seed--2b6aef15,Seed,100000000,CNY,14318852,2026-01-08,Seed,Atom Reshape's 3D printer goods are primarily aimed for the C-end consumer market.,,3,"3D Printing, Artificial Intelligence (AI)","Shenzhen, Guangdong, China, Asia",,No,none,,Vertical Data Moats,vertical,consumer-grade 3D printing hardware,b2c,high,low,0.8,,
Seed Round - CertHub,https://www.crunchbase.com/funding_round/certhub-seed--bb77f7dc,Seed,6200000,EUR,7270169,2026-01-06,Seed,AI-Powered MedTech Compliance Platform,https://www.certhub.de/en,1,"Artificial Intelligence (AI), Information Technology, Software","München, Bayern, Germany, Europe",Cusp Capital,Yes,core,,Guardrail-as-LLM; Agentic Architectures; Vertical Data Moats; Agentic Architectures; RAG (Retrieval-Augmented Generation),vertical,MedTech regulatory compliance automation,b2b,high,high,0.9,,
Pre Seed Round - Principled Intelligence,https://www.crunchbase.com/funding_round/principled-intelligence-pre-seed--1701b3c1,Pre-Seed,1850000,EUR,2154849,2026-01-09,Seed,Principled Intelligence specializes in developing technologies that control and govern artificial intelligence systems.,https://principled-intelligence.com/,1,"Artificial Intelligence (AI), Data Governance, Risk Management, Software","Rome, Lazio, Italy, Europe",,Yes,core,Minerva; open multilingual language models; small language models (SLMs),Guardrail-as-LLM; Micro-model Meshes; Agentic Architectures; Continuous-learning Flywheels; Vertical Data Moats,horizontal,AI governance and compliance for enterprise AI deployments,b2b,high,high,0.95,,
Venture Round - REVORN,https://www.crunchbase.com/funding_round/revorn-series-unknown--c135e18a,Venture - Series Unknown,430000000,JPY,2747525,2026-01-06,,REVORN is a technology company that engages in the research and development of odor sensors and artificial intelligence solutions.,https://www.revorn.co.jp/,3,"App Discovery, Artificial Intelligence (AI), Hardware, Software","Tokyo, Tokyo, Japan, Asia",,No,unclear,,Vertical Data Moats; Agentic Architectures; Continuous-learning Flywheels,horizontal,"smart manufacturing / industrial IoT (odor sensing and AI for quality control, production, and environmental monitoring)",b2b,high,medium,0.4,,
Pre Seed Round - Meet Caria,https://www.crunchbase.com/funding_round/meet-caria-pre-seed--80cc9b0a,Pre-Seed,1000000,USD,1000000,2026-01-13,Seed,"Meet Caria, a leading international business in technology, consulting, business.",https://meetcaria.ai,1,"Artificial Intelligence (AI), Recruiting, Software","Newark, Delaware, United States, North America",ANF Investment,Yes,core,,Agentic Architectures; Natural-Language-to-Code; Continuous-learning Flywheels; Vertical Data Moats; Micro-model Meshes,horizontal,AI-powered recruitment automation,b2b,high,high,0.95,,
Seed Round - Modeinspect,https://www.crunchbase.com/funding_round/acreom-seed--ff85f7c1,Seed,3400000,USD,3400000,2026-01-15,Seed,Modeinspect is the new way of building software products,https://modeinspect.com/,2,"Artificial Intelligence (AI), Generative AI, Internet","San Francisco, California, United States, North America",Partech,Yes,core,OpenAI; Anthropic,Natural-Language-to-Code; Agentic Architectures; Vertical Data Moats,horizontal,AI-powered design-to-code platforms,b2b,high,high,0.95,,
Series A - Sanmi Technology,https://www.crunchbase.com/funding_round/sanmi-technology-series-a--b54b37ee,Series A,10000000,CNY,1436101,2026-01-23,Early Stage Venture,Sanmi Technology specializes in providing end-to-end technical services for the digital transformation of conventional industries.,,1,"3D Technology, Artificial Intelligence (AI)","Xuzhou, Jiangsu, China, Asia",,,,,,,,,,,,,
Seed Round - Withpoints,https://www.crunchbase.com/funding_round/withpoints-seed--e8e9d383,Seed,4000000000,KRW,2764564,2026-01-06,Seed,Withpoints is a 3D Vision-powered robot automation platform.,https://www.withpoints.co.kr/,1,"3D Technology, Robotic Process Automation (RPA), Robotics","Seongnam, Kyonggi-do, South Korea, Asia",CRIT Ventures,No,none,,Vertical Data Moats; Agentic Architectures; Micro-model Meshes; Continuous-learning Flywheels,horizontal,manufacturing automation and robotics,b2b,high,medium,0.95,,
Seed Round - PAN Network,https://www.crunchbase.com/funding_round/pan-network-d01a-seed--8076560f,Seed,1000000,USD,1000000,2026-01-23,Seed,"PAN Network is focused on enabling a verifiable, human-intervention-free economy where AI agents can transact autonomously.",https://pan.network/,2,"Agentic AI, Artificial Intelligence (AI)",,,No,unclear,,Agentic Architectures,horizontal,crypto payments and autonomous agent transactions,b2b2c,medium,low,0.1,,
Seed Round - AVES Reality,https://www.crunchbase.com/funding_round/aves-reality-seed--295267dc,Seed,2700000,EUR,3142857,2026-01-14,Seed,AVES Reality creates AI-based software that generates virtual 3D maps of any location using data such as satellite and overflight images.,https://avesreality.com,2,"Artificial Intelligence (AI), Mapping Services, Navigation","Garmisch-partenkirchen, Bayern, Germany, Europe",Matterwave Ventures,Yes,core,NVIDIA Omniverse,Vertical Data Moats; Agentic Architectures; Micro-model Meshes,horizontal,digital twin and simulation for automotive and smart city applications,b2b,high,high,0.9,,
